energy,energy_per_atom,volume,formation_energy_per_atom,unit_cell_formula,pretty_formula,elements,nelements,e_above_hull,band_gap,density,total_magnetization,material_id,crystal_system,G_Reuss,G_VRH,G_Voigt,G_Voigt_Reuss_Hill,K_Reuss,K_VRH,K_Voigt,K_Voigt_Reuss_Hill,elastic_anisotropy,C11,C22,C33,C44,C55,C66,C12,C13,C23,homogeneous_poisson,poisson_ratio,universal_anisotropy
-56.36935727,-4.697446439166667,219.29787150584616,-0.31680082416666683,"{'Ba': 1.0, 'Al': 9.0, 'Fe': 2.0}",BaAl9Fe2,"['Ba', 'Al', 'Fe']",3,0.0,0.0,3.7243295679969326,0.0618374,mp-16483,hexagonal,42.0,45.0,48.0,45.0,79.0,79.0,79.0,79.0,0.7,127.0,127.0,126.0,69.0,69.0,31.0,65.0,51.0,51.0,0.26,0.26,0.7
-51.5222501,-4.293520841666667,217.98599636285616,-0.3611211000000001,"{'Ba': 1.0, 'Al': 9.0, 'Ni': 2.0}",BaAl9Ni2,"['Ba', 'Al', 'Ni']",3,0.004534352777781692,0.0,3.790139365775343,0.0044528,mp-12549,hexagonal,45.0,46.0,47.0,46.0,79.0,79.0,79.0,79.0,0.23,136.0,136.0,154.0,52.0,52.0,36.0,64.0,38.0,38.0,0.26,0.26,0.23
-35.67417913,-3.2431071936363636,363.81265267562486,-0.33080511636363624,"{'Ba': 5.0, 'Al': 5.0, 'Pb': 1.0}",Ba5Al5Pb,"['Ba', 'Al', 'Pb']",3,0.0,0.0,4.695459101387768,0.1043479,mp-568809,hexagonal,17.0,17.0,18.0,17.0,28.0,29.0,29.0,29.0,0.09,51.0,51.0,55.0,16.0,16.0,20.0,11.0,20.0,20.0,0.25,0.25,0.09
-24.83971652,-3.5485309314285716,254.77116691504062,-0.5152946300000002,"{'Ba': 3.0, 'Al': 2.0, 'Sn': 2.0}",Ba3(AlSn)2,"['Ba', 'Al', 'Sn']",3,0.006499762499999395,0.0,4.584363067360534,2.44e-05,mp-7377,orthorhombic,19.0,20.0,20.0,20.0,31.0,31.0,31.0,31.0,0.33,52.0,57.0,72.0,15.0,27.0,16.0,19.0,15.0,16.0,0.24,0.24,0.33
-36.14825127,-3.286204660909091,360.95084869351393,-0.34847481727272756,"{'Ba': 5.0, 'Al': 5.0, 'Sn': 1.0}",Ba5Al5Sn,"['Ba', 'Al', 'Sn']",3,0.0,0.0,4.325592625294227,0.029507,mp-570677,hexagonal,18.0,18.0,18.0,18.0,30.0,30.0,30.0,30.0,0.08,54.0,54.0,56.0,17.0,17.0,21.0,12.0,20.0,20.0,0.25,0.25,0.08
-33.52499239,-8.3812480975,62.82220172823097,-0.6707344275000011,"{'Zr': 1.0, 'Al': 1.0, 'Ru': 2.0}",ZrAlRu2,"['Zr', 'Al', 'Ru']",3,0.0,0.0,8.46748867474463,0.0083305,mp-977436,cubic,67.0,68.0,68.0,68.0,202.0,202.0,202.0,202.0,0.08,307.0,307.0,307.0,61.0,61.0,61.0,150.0,150.0,150.0,0.35,0.35,0.08
-30.80162341,-7.7004058525,63.99267637223213,-0.9578319575000007,"{'Zr': 1.0, 'Al': 1.0, 'Rh': 2.0}",ZrAlRh2,"['Zr', 'Al', 'Rh']",3,0.0,0.0,8.407870260654942,0.0748306,mp-977435,cubic,196.0,100.0,3.0,100.0,201.0,201.0,201.0,201.0,-4.92,91.0,91.0,91.0,60.0,60.0,60.0,257.0,257.0,257.0,0.29,0.29,-4.92
-68.97116608,-7.663462897777778,182.7477873220685,-0.3428325383333338,"{'Zr': 6.0, 'Al': 2.0, 'Co': 1.0}",Zr6Al2Co,"['Zr', 'Al', 'Co']",3,0.0,0.0,5.999277919565392,0.2068655,mp-12760,hexagonal,51.0,51.0,51.0,51.0,106.0,106.0,107.0,106.0,0.01,179.0,179.0,174.0,49.0,49.0,51.0,76.0,69.0,69.0,0.29,0.29,0.01
-28.59339411,-7.1483485275,56.24328612757837,-0.5208705150000004,"{'Zr': 1.0, 'Al': 1.0, 'Co': 2.0}",ZrAlCo2,"['Zr', 'Al', 'Co']",3,0.0,0.0,6.969839192516332,1.0137156,mp-3909,cubic,78.0,78.0,79.0,78.0,161.0,161.0,161.0,161.0,0.04,254.0,254.0,254.0,84.0,84.0,84.0,114.0,114.0,114.0,0.29,0.29,0.04
-69.96853434,-7.774281593333334,182.4943737350114,-0.30243131777777893,"{'Zr': 6.0, 'Al': 2.0, 'Fe': 1.0}",Zr6Al2Fe,"['Zr', 'Al', 'Fe']",3,0.0006823062777767674,0.0,5.979508707881815,0.5286687,mp-11038,hexagonal,48.0,48.0,48.0,48.0,105.0,105.0,105.0,105.0,0.0,172.0,172.0,166.0,46.0,46.0,49.0,74.0,71.0,71.0,0.3,0.3,0.0
-20.97743056,-5.24435764,73.97782690113469,-0.5340977549999995,"{'Zr': 1.0, 'Al': 1.0, 'Au': 2.0}",ZrAlAu2,"['Zr', 'Al', 'Au']",3,0.0,0.0,11.495691555628532,0.0003866,mp-864878,cubic,6.0,15.0,23.0,15.0,135.0,135.0,135.0,135.0,14.7,138.0,138.0,138.0,37.0,37.0,37.0,133.0,133.0,133.0,0.45,0.45,14.7
-67.67651223,-7.51961247,183.8855135447082,-0.3465927766666681,"{'Zr': 6.0, 'Al': 2.0, 'Ni': 1.0}",Zr6Al2Ni,"['Zr', 'Al', 'Ni']",3,0.01182772083333461,0.0,5.959994103063383,0.0089303,mp-13092,hexagonal,51.0,51.0,51.0,51.0,105.0,105.0,105.0,105.0,0.01,178.0,178.0,173.0,49.0,49.0,52.0,75.0,67.0,67.0,0.29,0.29,0.01
-26.24575449,-6.5614386225,57.538194982713904,-0.5982086075000002,"{'Zr': 1.0, 'Al': 1.0, 'Ni': 2.0}",ZrAlNi2,"['Zr', 'Al', 'Ni']",3,0.0,0.0,6.799140677848613,0.0272344,mp-3944,cubic,39.0,39.0,39.0,39.0,149.0,149.0,149.0,149.0,0.0,202.0,202.0,202.0,39.0,39.0,39.0,122.0,122.0,122.0,0.38,0.38,0.0
-43.55991906,-5.4449898825,117.88764500949952,-0.5905869599999996,"{'Zr': 1.0, 'Al': 5.0, 'Ni': 2.0}",ZrAl5Ni2,"['Zr', 'Al', 'Ni']",3,0.0,0.0,4.8387248526348365,0.0012169,mp-30183,tetragonal,83.0,84.0,84.0,84.0,120.0,120.0,120.0,120.0,0.09,231.0,231.0,210.0,93.0,93.0,80.0,53.0,77.0,77.0,0.22,0.22,0.09
-60.02270364,-6.669189293333334,144.97430726978737,-0.6448232066666671,"{'Zr': 3.0, 'Al': 3.0, 'Ni': 3.0}",ZrAlNi,"['Zr', 'Al', 'Ni']",3,0.0,0.0,6.078613595415846,0.00020083333333333333,mp-5723,hexagonal,66.0,71.0,76.0,71.0,138.0,138.0,138.0,138.0,0.69,228.0,228.0,186.0,94.0,94.0,77.0,73.0,115.0,115.0,0.28,0.28,0.69
-23.09275965,-7.6975865500000005,64.45427302904054,0.7195477599999988,"{'Zr': 1.0, 'Al': 1.0, 'W': 1.0}",ZrAlW,"['Zr', 'Al', 'W']",3,1.0598387920833385,0.0,7.781616224444203,0.0278634,mp-631503,cubic,68.0,28.0,-12.0,28.0,100.0,100.0,100.0,100.0,-5.89,115.0,115.0,115.0,-27.0,-27.0,-27.0,93.0,93.0,93.0,0.37,0.37,-5.89
-21.90311129,-5.4757778225,61.03076182421792,-0.35285537249999965,"{'Zr': 1.0, 'Al': 1.0, 'Cu': 2.0}",ZrAlCu2,"['Zr', 'Al', 'Cu']",3,0.0030704315596326026,0.0,6.674112097098029,2.36e-05,mp-3736,cubic,48.0,51.0,53.0,51.0,128.0,128.0,128.0,128.0,0.49,175.0,175.0,175.0,65.0,65.0,65.0,105.0,105.0,105.0,0.33,0.33,0.49
-25.86549671,-6.4663741775,67.5039455520289,-0.8048115924999992,"{'Zr': 1.0, 'Al': 1.0, 'Pd': 2.0}",ZrAlPd2,"['Zr', 'Al', 'Pd']",3,0.0,0.0,8.143435841764896,0.0034211,mp-541047,cubic,14.0,15.0,16.0,15.0,147.0,147.0,147.0,147.0,0.68,160.0,160.0,160.0,20.0,20.0,20.0,141.0,141.0,141.0,0.45,0.45,0.68
-33.25177736,-8.31294434,56.70395692026954,-0.7655926174999994,"{'Ti': 1.0, 'Al': 1.0, 'Ru': 2.0}",TiAlRu2,"['Ti', 'Al', 'Ru']",3,0.0,0.0,8.111431976298766,0.0017739,mp-866155,cubic,86.0,86.0,87.0,86.0,209.0,209.0,209.0,209.0,0.02,315.0,315.0,315.0,91.0,91.0,91.0,156.0,156.0,156.0,0.32,0.32,0.02
-33.73980089,-8.4349502225,62.19745712390551,-0.43989804874999905,"{'Ti': 2.0, 'Al': 1.0, 'Re': 1.0}",Ti2AlRe,"['Ti', 'Al', 'Re']",3,0.0,0.0,8.24757100401431,0.000905,mp-861640,cubic,66.0,72.0,77.0,72.0,172.0,172.0,172.0,172.0,0.85,230.0,230.0,230.0,100.0,100.0,100.0,143.0,143.0,143.0,0.32,0.32,0.85
-30.30172299,-7.5754307475,57.53920899635796,-0.996018799999999,"{'Ti': 1.0, 'Al': 1.0, 'Rh': 2.0}",TiAlRh2,"['Ti', 'Al', 'Rh']",3,0.0,0.0,8.099626956789237,0.0022602,mp-866153,cubic,-53.0,-2.0,49.0,-2.0,193.0,193.0,193.0,193.0,-9.61,172.0,172.0,172.0,92.0,92.0,92.0,204.0,204.0,204.0,0.51,0.51,-9.61
-28.35632588,-7.08908147,49.61130441261378,-0.6247654049999998,"{'Ti': 1.0, 'Al': 1.0, 'Co': 2.0}",TiAlCo2,"['Ti', 'Al', 'Co']",3,0.0,0.0,6.450357865937632,1.0,mp-5407,cubic,86.0,90.0,94.0,90.0,178.0,178.0,178.0,178.0,0.45,261.0,261.0,261.0,115.0,115.0,115.0,136.0,136.0,136.0,0.28,0.28,0.45
-31.30813707,-7.8270342675,52.93821422295787,-0.3360238648275864,"{'Ti': 1.0, 'Mn': 2.0, 'Al': 1.0}",TiMn2Al,"['Ti', 'Mn', 'Al']",3,0.0,0.0,5.79434850336243,2.9809719,mp-865531,cubic,83.0,85.0,86.0,85.0,157.0,157.0,157.0,157.0,0.17,247.0,247.0,247.0,98.0,98.0,98.0,112.0,112.0,112.0,0.27,0.27,0.17
-29.698532,-7.424633,60.96457800321936,-0.25028600491379294,"{'Ti': 2.0, 'Mn': 1.0, 'Al': 1.0}",Ti2MnAl,"['Ti', 'Mn', 'Al']",3,0.0767938416499998,0.056700000000000195,4.8388871956714095,0.0062594,mp-999052,cubic,49.0,54.0,59.0,54.0,21.0,21.0,21.0,21.0,1.0,64.0,64.0,64.0,77.0,77.0,77.0,-0.0,-0.0,-0.0,-0.19,-0.19,1.0
-28.93549784,-7.23387446,58.128382266011734,-0.23262982249999897,"{'Ti': 2.0, 'Al': 1.0, 'Fe': 1.0}",Ti2AlFe,"['Ti', 'Al', 'Fe']",3,0.1815232850000017,0.0,5.100894580921579,0.9999414,mp-999069,cubic,24.0,35.0,47.0,35.0,126.0,126.0,126.0,126.0,4.92,142.0,142.0,142.0,70.0,70.0,70.0,118.0,118.0,118.0,0.37,0.37,4.92
-30.39216042,-7.598040105,49.53639077975286,-0.45323441749999915,"{'Ti': 1.0, 'Al': 1.0, 'Fe': 2.0}",TiAlFe2,"['Ti', 'Al', 'Fe']",3,0.0,0.0,6.253070235758453,0.8956675,mp-31187,cubic,104.0,105.0,106.0,105.0,185.0,185.0,185.0,185.0,0.07,305.0,305.0,305.0,116.0,116.0,116.0,124.0,124.0,124.0,0.26,0.26,0.07
-29.04255928,-7.26063982,63.61962868824999,-0.10613039999999874,"{'Ti': 2.0, 'Al': 1.0, 'V': 1.0}",Ti2AlV,"['Ti', 'Al', 'V']",3,0.13540375749999978,0.0,4.532630930595522,1.9184566,mp-999068,cubic,30.0,37.0,44.0,37.0,119.0,119.0,119.0,119.0,2.34,141.0,141.0,141.0,62.0,62.0,62.0,108.0,108.0,108.0,0.36,0.36,2.34
-20.97015547,-6.990051823333334,63.942316748273555,0.8427501600000001,"{'Ta': 1.0, 'Ti': 1.0, 'Al': 1.0}",TaTiAl,"['Ta', 'Ti', 'Al']",3,1.127632810999999,0.0,6.642861375415137,0.0043139,mp-631484,cubic,-15.0,-15.0,-16.0,-15.0,86.0,86.0,86.0,86.0,0.22,71.0,71.0,71.0,-18.0,-18.0,-18.0,94.0,94.0,94.0,0.59,0.59,0.22
-20.84812489,-5.2120312225,65.87450113274998,-0.013245693749999177,"{'Ti': 2.0, 'Al': 1.0, 'Zn': 1.0}",Ti2AlZn,"['Ti', 'Al', 'Zn']",3,0.28698125249999773,0.0,4.74217095172951,3.3356305,mp-999072,cubic,2.0,16.0,30.0,16.0,96.0,96.0,96.0,96.0,85.7,97.0,97.0,97.0,50.0,50.0,50.0,96.0,96.0,96.0,0.42,0.42,85.7
-183.41130939,-3.9872023780434787,804.6692765109561,-0.161065057608696,"{'Mg': 6.0, 'Ti': 4.0, 'Al': 36.0}",Mg3(TiAl9)2,"['Mg', 'Ti', 'Al']",3,0.0,0.0,2.7005341582199587,7.62e-05,mp-684031,cubic,51.0,51.0,51.0,51.0,79.0,79.0,79.0,79.0,0.03,141.0,141.0,141.0,55.0,55.0,55.0,48.0,48.0,48.0,0.23,0.23,0.03
-19.95247037,-4.9881175925,67.60858560832074,-0.44101965499999984,"{'Ti': 1.0, 'Al': 1.0, 'Au': 2.0}",TiAlAu2,"['Ti', 'Al', 'Au']",3,0.0015815643749998998,0.0,11.513778622884603,0.0008706,mp-16482,cubic,11.0,25.0,38.0,25.0,140.0,140.0,140.0,140.0,11.73,147.0,147.0,147.0,60.0,60.0,60.0,136.0,136.0,136.0,0.42,0.42,11.73
-32.81510522,-5.4691842033333335,99.38809341532473,-0.4976807999999995,"{'Ti': 2.0, 'Al': 2.0, 'Au': 2.0}",TiAlAu,"['Ti', 'Al', 'Au']",3,0.0,0.0,9.08277016997867,0.0161432,mp-16481,hexagonal,57.0,58.0,59.0,58.0,125.0,128.0,131.0,128.0,0.22,240.0,240.0,159.0,51.0,51.0,69.0,102.0,85.0,85.0,0.3,0.3,0.22
-40.91585944,-6.819309906666667,92.8322894712321,-0.9154644466666658,"{'Ti': 2.0, 'Al': 2.0, 'Pt': 2.0}",TiAlPt,"['Ti', 'Al', 'Pt']",3,0.0,0.0,9.656845225835264,0.00217705,mp-570713,hexagonal,42.0,49.0,57.0,49.0,159.0,162.0,164.0,162.0,1.82,290.0,290.0,222.0,25.0,25.0,79.0,133.0,102.0,102.0,0.36,0.36,1.82
-173.22809491,-5.973382583103449,459.0302165085061,-0.8080072627586209,"{'Ti': 6.0, 'Al': 16.0, 'Pt': 7.0}",Ti6Al16Pt7,"['Ti', 'Al', 'Pt']",3,0.0,0.0,7.540646829244379,0.0450116,mp-978976,cubic,51.0,57.0,62.0,57.0,137.0,137.0,137.0,137.0,1.05,181.0,181.0,181.0,82.0,82.0,82.0,115.0,115.0,115.0,0.32,0.32,1.05
-31.73967266,-7.934918165,62.187607987121766,-0.46084280999999905,"{'Ti': 2.0, 'Al': 1.0, 'Tc': 1.0}",Ti2AlTc,"['Ti', 'Al', 'Tc']",3,0.0,0.0,5.89356603854033,0.0001251,mp-861637,cubic,57.0,60.0,63.0,60.0,158.0,158.0,158.0,158.0,0.52,212.0,212.0,212.0,77.0,77.0,77.0,131.0,131.0,131.0,0.33,0.33,0.52
-25.69356942,-6.423392355,51.04795927013034,-0.6233242875,"{'Ti': 1.0, 'Al': 1.0, 'Ni': 2.0}",TiAlNi2,"['Ti', 'Al', 'Ni']",3,0.0,0.0,6.253223327443778,0.00013,mp-7187,cubic,50.0,59.0,68.0,59.0,162.0,162.0,162.0,162.0,1.72,202.0,202.0,202.0,93.0,93.0,93.0,142.0,142.0,142.0,0.34,0.34,1.72
-164.11568388,-5.659161513103449,411.0162050442148,-0.5640483089655175,"{'Ti': 6.0, 'Al': 16.0, 'Ni': 7.0}",Ti6Al16Ni7,"['Ti', 'Al', 'Ni']",3,0.0,0.0,4.564324438549373,0.0050116,mp-865235,cubic,90.0,91.0,91.0,91.0,130.0,130.0,130.0,130.0,0.09,232.0,232.0,232.0,101.0,101.0,101.0,79.0,79.0,79.0,0.22,0.22,0.09
-21.05854786,-5.264636965,54.580679062454536,-0.3048764625000002,"{'Ti': 1.0, 'Al': 1.0, 'Cu': 2.0}",TiAlCu2,"['Ti', 'Al', 'Cu']",3,0.0,0.0,6.143751950975913,0.002298,mp-4771,cubic,53.0,62.0,72.0,62.0,134.0,134.0,134.0,134.0,1.84,175.0,175.0,175.0,100.0,100.0,100.0,114.0,114.0,114.0,0.3,0.3,1.84
-23.34442743,-5.8361068575,62.7309158286466,0.07261518750000118,"{'Ti': 2.0, 'Al': 1.0, 'Cu': 1.0}",Ti2AlCu,"['Ti', 'Al', 'Cu']",3,0.36479654625,0.0,4.93049650821584,0.0007913,mp-999079,cubic,30.0,40.0,50.0,40.0,107.0,107.0,107.0,107.0,3.17,129.0,129.0,129.0,72.0,72.0,72.0,96.0,96.0,96.0,0.33,0.33,3.17
-29.72178596,-7.43044649,62.53830636968984,-0.13326424499999856,"{'Ti': 2.0, 'Al': 1.0, 'Cr': 1.0}",Ti2AlCr,"['Ti', 'Al', 'Cr']",3,0.12778099359374995,0.0,4.639004765655271,0.8514283,mp-999096,cubic,43.0,49.0,55.0,49.0,105.0,105.0,105.0,105.0,1.41,139.0,139.0,139.0,74.0,74.0,74.0,87.0,87.0,87.0,0.3,0.3,1.41
-31.67298127,-7.9182453175,64.23104841527089,-0.3229161549999997,"{'Ti': 2.0, 'Al': 1.0, 'Mo': 1.0}",Ti2AlMo,"['Ti', 'Al', 'Mo']",3,0.0,0.0,5.652812353712737,0.0017755,mp-861627,cubic,38.0,42.0,47.0,42.0,150.0,150.0,150.0,150.0,1.1,183.0,183.0,183.0,61.0,61.0,61.0,134.0,134.0,134.0,0.37,0.37,1.1
-25.04492584,-6.26123146,61.26959640291637,-0.7628308224999998,"{'Ti': 1.0, 'Al': 1.0, 'Pd': 2.0}",TiAlPd2,"['Ti', 'Al', 'Pd']",3,0.0,0.0,7.796983910532551,0.0004031,mp-865441,cubic,20.0,30.0,41.0,30.0,166.0,166.0,166.0,166.0,5.11,179.0,179.0,179.0,61.0,61.0,61.0,159.0,159.0,159.0,0.41,0.41,5.11
-27.83443659,-6.9586091475,54.17790902354553,-0.9325965649999999,"{'Al': 2.0, 'Ru': 1.0, 'Rh': 1.0}",Al2RuRh,"['Al', 'Ru', 'Rh']",3,0.0,0.0,7.905751475895368,0.0004462,mp-867326,cubic,115.0,115.0,115.0,115.0,180.0,180.0,180.0,180.0,0.0,333.0,333.0,333.0,115.0,115.0,115.0,103.0,103.0,103.0,0.24,0.24,0.0
-26.50459165,-6.6261479125,50.93387452983187,-0.6576832712499998,"{'Al': 2.0, 'Co': 1.0, 'Ru': 1.0}",Al2CoRu,"['Al', 'Co', 'Ru']",3,0.0,0.0,6.975698534671093,0.003023,mp-862695,cubic,111.0,111.0,112.0,111.0,188.0,188.0,188.0,188.0,0.05,320.0,320.0,320.0,120.0,120.0,120.0,122.0,122.0,122.0,0.25,0.25,0.05
-33.11309587,-8.2782739675,53.623221720562356,-0.41425883741379366,"{'Mn': 1.0, 'Al': 1.0, 'Ru': 2.0}",MnAlRu2,"['Mn', 'Al', 'Ru']",3,0.0,0.0,8.79641358119021,2.0684438,mp-864980,cubic,124.0,127.0,131.0,127.0,218.0,218.0,218.0,218.0,0.27,347.0,347.0,347.0,154.0,154.0,154.0,154.0,154.0,154.0,0.26,0.26,0.27
-35.27587122,-8.818967805,61.65694333668876,-0.7560830999999997,"{'Hf': 1.0, 'Al': 1.0, 'Ru': 2.0}",HfAlRu2,"['Hf', 'Al', 'Ru']",3,0.0,0.0,10.977756067895658,0.0107944,mp-864909,cubic,80.0,80.0,80.0,80.0,195.0,195.0,195.0,195.0,0.02,310.0,310.0,310.0,76.0,76.0,76.0,137.0,137.0,137.0,0.32,0.32,0.02
-33.94488575,-8.4862214375,54.23139573383362,-0.6420438824999994,"{'Al': 1.0, 'V': 1.0, 'Ru': 2.0}",AlVRu2,"['Al', 'V', 'Ru']",3,0.0,0.0,8.575394573808968,1.27e-05,mp-866001,cubic,123.0,123.0,124.0,123.0,235.0,235.0,235.0,235.0,0.04,417.0,417.0,417.0,115.0,115.0,115.0,144.0,144.0,144.0,0.28,0.28,0.04
-37.14322671,-9.2858066775,59.41264032013563,-0.7477738449999993,"{'Ta': 1.0, 'Al': 1.0, 'Ru': 2.0}",TaAlRu2,"['Ta', 'Al', 'Ru']",3,0.0,0.03359999999999985,11.461134969496909,1.76e-05,mp-862446,cubic,131.0,131.0,131.0,131.0,239.0,239.0,239.0,239.0,0.01,424.0,424.0,424.0,127.0,127.0,127.0,147.0,147.0,147.0,0.27,0.27,0.01
-27.80334447,-6.9508361175,71.72245249840516,-0.5296103299999988,"{'Sc': 2.0, 'Al': 1.0, 'Ru': 1.0}",Sc2AlRu,"['Sc', 'Al', 'Ru']",3,0.018251049642856287,0.0,5.046351122653668,0.0001023,mp-862546,cubic,33.0,37.0,41.0,37.0,111.0,111.0,111.0,111.0,1.09,139.0,139.0,139.0,54.0,54.0,54.0,97.0,97.0,97.0,0.35,0.35,1.09
-74.17168362,-6.180973635,208.19868300848304,-0.6516311666666658,"{'Sc': 4.0, 'Al': 6.0, 'Ru': 2.0}",Sc2Al3Ru,"['Sc', 'Al', 'Ru']",3,0.0,0.0,4.337630478776418,0.01214515,mp-10911,hexagonal,66.0,67.0,68.0,67.0,112.0,112.0,112.0,112.0,0.16,184.0,184.0,227.0,79.0,79.0,55.0,74.0,67.0,67.0,0.25,0.25,0.16
-26.43980356,-6.60995089,55.56115133314185,-0.90083877,"{'Al': 2.0, 'Ru': 1.0, 'Pt': 1.0}",Al2RuPt,"['Al', 'Ru', 'Pt']",3,0.0,0.0,10.46384156239788,6.3e-06,mp-867125,cubic,96.0,97.0,99.0,97.0,201.0,201.0,201.0,201.0,0.11,309.0,309.0,309.0,110.0,110.0,110.0,147.0,147.0,147.0,0.29,0.29,0.11
-29.15524174,-7.288810435,54.52196278694623,-0.8878176374999995,"{'Al': 2.0, 'Ir': 1.0, 'Ru': 1.0}",Al2IrRu,"['Al', 'Ir', 'Ru']",3,0.0,0.0,10.575964062844086,0.0011647,mp-865989,cubic,125.0,125.0,125.0,125.0,219.0,219.0,219.0,219.0,0.0,388.0,388.0,388.0,124.0,124.0,124.0,135.0,135.0,135.0,0.26,0.26,0.0
-25.31922277,-6.3298056925,50.94088622067072,-0.6934650499999995,"{'Al': 2.0, 'Ni': 1.0, 'Ru': 1.0}",Al2NiRu,"['Al', 'Ni', 'Ru']",3,0.0,0.0,6.966921686835177,1.15e-05,mp-867775,cubic,82.0,87.0,91.0,87.0,179.0,179.0,179.0,179.0,0.56,256.0,256.0,256.0,113.0,113.0,113.0,140.0,140.0,140.0,0.29,0.29,0.56
-34.98343902,-8.745859755,59.70657465995401,-0.6469449825000009,"{'Nb': 1.0, 'Al': 1.0, 'Ru': 2.0}",NbAlRu2,"['Nb', 'Al', 'Ru']",3,0.0,0.0,8.956131588802092,5.1e-06,mp-11537,cubic,117.0,117.0,117.0,117.0,231.0,231.0,231.0,231.0,0.01,395.0,395.0,395.0,113.0,113.0,113.0,148.0,148.0,148.0,0.28,0.28,0.01
-33.37206704,-8.34301676,53.490447196403174,-0.35616637999999945,"{'Al': 1.0, 'Cr': 1.0, 'Ru': 2.0}",AlCrRu2,"['Al', 'Cr', 'Ru']",3,0.0,0.0,8.726919397245743,1.0516771,mp-862781,cubic,113.0,113.0,113.0,113.0,231.0,231.0,231.0,231.0,0.0,381.0,381.0,381.0,113.0,113.0,113.0,155.0,155.0,155.0,0.29,0.29,0.0
-25.18232561,-6.2955814025,55.40450174377223,-0.8100744750000004,"{'Al': 2.0, 'Pd': 1.0, 'Ru': 1.0}",Al2PdRu,"['Al', 'Pd', 'Ru']",3,0.0,0.0,7.836060881500245,0.0001038,mp-862715,cubic,79.0,82.0,85.0,82.0,178.0,178.0,178.0,178.0,0.41,255.0,255.0,255.0,103.0,103.0,103.0,139.0,139.0,139.0,0.3,0.3,0.41
-35.3086514,-8.82716285,49.859943477705656,-0.19878386107758672,"{'Mn': 2.0, 'Al': 1.0, 'Re': 1.0}",Mn2AlRe,"['Mn', 'Al', 'Re']",3,0.0,0.0,10.759367127377363,0.000775,mp-864989,cubic,129.0,130.0,130.0,130.0,259.0,259.0,259.0,259.0,0.06,410.0,410.0,410.0,142.0,142.0,142.0,184.0,184.0,184.0,0.29,0.29,0.06
-69.85881165,-6.985881165,136.7125513377658,0.380727542999999,"{'Al': 2.0, 'Cu': 4.0, 'Re': 4.0}",Al(CuRe)2,"['Al', 'Cu', 'Re']",3,0.5384667389999986,0.0,12.789654166623246,5.245e-05,mp-16496,tetragonal,90.0,93.0,96.0,93.0,211.0,211.0,211.0,211.0,0.34,305.0,309.0,309.0,84.0,127.0,127.0,163.0,163.0,164.0,0.31,0.31,0.34
-30.3711231,-7.592780775,55.28604231908018,-0.6967054199137923,"{'Mn': 1.0, 'Al': 1.0, 'Rh': 2.0}",MnAlRh2,"['Mn', 'Al', 'Rh']",3,0.0,0.0,8.642106663484652,4.0365073,mp-10894,cubic,91.0,94.0,96.0,94.0,184.0,184.0,184.0,184.0,0.31,277.0,277.0,277.0,115.0,115.0,115.0,138.0,138.0,138.0,0.28,0.28,0.31
-32.5144347,-8.128608675,62.82285878196521,-1.0336637450000001,"{'Hf': 1.0, 'Al': 1.0, 'Rh': 2.0}",HfAlRh2,"['Hf', 'Al', 'Rh']",3,0.0,0.0,10.871054517369076,0.0080284,mp-864671,cubic,256.0,131.0,6.0,131.0,187.0,187.0,187.0,187.0,-4.88,61.0,61.0,61.0,74.0,74.0,74.0,251.0,251.0,251.0,0.22,0.22,-4.88
-29.32790657,-7.3319766425,54.54517242662311,-0.6090036449999996,"{'Al': 1.0, 'Fe': 1.0, 'Rh': 2.0}",AlFeRh2,"['Al', 'Fe', 'Rh']",3,0.0,0.0,8.787100445549703,4.2852099,mp-861953,cubic,9.0,38.0,66.0,38.0,193.0,193.0,193.0,193.0,29.81,198.0,198.0,198.0,107.0,107.0,107.0,190.0,190.0,190.0,0.41,0.41,29.81
-23.06119761,-5.7652994025,52.42594864894448,-0.6824199516666667,"{'Li': 1.0, 'Al': 1.0, 'Rh': 2.0}",LiAlRh2,"['Li', 'Al', 'Rh']",3,0.0,0.0,7.593318131165071,1.21e-05,mp-862297,cubic,64.0,64.0,65.0,64.0,148.0,148.0,148.0,148.0,0.08,222.0,222.0,222.0,71.0,71.0,71.0,112.0,112.0,112.0,0.31,0.31,0.08
-16.89079915,-4.2226997875,54.24173983482925,-0.4972170133333331,"{'Li': 2.0, 'Al': 1.0, 'Rh': 1.0}",Li2AlRh,"['Li', 'Al', 'Rh']",3,0.05360880166666693,0.0,4.4012988132347735,9.6e-06,mp-30820,cubic,34.0,37.0,41.0,37.0,80.0,80.0,80.0,80.0,1.04,109.0,109.0,109.0,53.0,53.0,53.0,66.0,66.0,66.0,0.3,0.3,1.04
-19.59594789,-4.8989869725,55.04142604433752,-0.7143409541666665,"{'Li': 1.0, 'Al': 2.0, 'Rh': 1.0}",LiAl2Rh,"['Li', 'Al', 'Rh']",3,0.0,0.0,4.941954123875981,1.71e-05,mp-30821,cubic,45.0,57.0,69.0,57.0,119.0,119.0,119.0,119.0,2.63,152.0,152.0,152.0,98.0,98.0,98.0,102.0,102.0,102.0,0.29,0.29,2.63
